<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	22:30:00	1987.8643	2002.43646	1986.60235	1999.07923	312	0	26
2024.01.01	23:00:00	1980.67986	1985.38629	1978.23357	1981.87279	136	0	24
2024.01.01	23:30:00	1980.71684	1993.4362	1977.43928	1989.3198	224	0	26
2024.01.02	00:00:00	1984.68016	1994.3834	1982.38337	1993.73839	377	0	26
2024.01.02	00:30:00	1993.20292	1994.50577	1983.51385	1987.51184	164	0	33
2024.01.02	01:00:00	1994.64078	1995.22735	1983.83599	1986.06976	331	0	32
2024.01.02	01:30:00	1987.31626	1988.74075	1970.12015	1970.8921	416	0	28
2024.01.02	02:00:00	1997.10185	2000.49243	1986.95782	1992.36408	145	0	32
2024.01.02	02:30:00	1997.53028	2002.1196	1974.4394	1980.83915	406	0	27
2024.01.02	03:00:00	1986.12128	1993.04155	1984.63471	1991.56671	218	0	25
2024.01.02	03:30:00	1989.39008	1991.81199	1989.28831	1991.36698	132	0	27
2024.01.02	04:00:00	1989.81975	1994.58967	1981.72707	1984.81735	277	0	28
2024.01.02	04:30:00	1994.18744	2010.23825	1991.52558	2006.72265	410	0	28
2024.01.02	05:00:00	1983.60309	1985.33527	1981.14832	1981.73274	158	0	28
2024.01.02	05:30:00	1984.57291	1987.92465	1976.67488	1977.17494	292	0	21
2024.01.02	06:00:00	1991.23353	1998.62494	1989.91929	1996.1065	229	0	20
2024.01.02	06:30:00	1994.96996	1999.06177	1994.92257	1998.13981	207	0	25
2024.01.02	07:00:00	1991.92947	2003.32513	1990.89074	2001.63205	305	0	19
2024.01.02	07:30:00	1985.91574	1988.32154	1977.50848	1984.11549	155	0	22
2024.01.02	08:00:00	1985.34887	1987.10164	1978.35571	1980.34374	152	0	22
2024.01.02	08:30:00	1984.94518	1986.43704	1974.10176	1979.33838	191	0	17
2024.01.02	09:00:00	1987.44876	1993.66079	1986.79434	1992.30094	230	0	18
2024.01.02	09:30:00	1983.23192	1986.11332	1970.36098	1974.00011	295	0	21
2024.01.02	10:00:00	1976.36781	1988.91449	1969.87059	1986.58136	344	0	27
2024.01.02	10:30:00	1968.2124	1970.78193	1960.57286	1962.25534	268	0	25
2024.01.02	11:00:00	1963.48628	1963.56958	1956.40188	1957.86872	280	0	24
2024.01.02	11:30:00	1968.51498	1978.48686	1966.1707	1971.44868	162	0	25
2024.01.02	12:00:00	1967.75984	1970.15799	1957.42548	1957.46185	336	0	23
2024.01.02	12:30:00	1960.24285	1983.2063	1960.15985	1978.85158	566	0	24
2024.01.02	13:00:00	1976.65927	1977.66424	1967.36132	1971.72584	229	0	21
2024.01.02	13:30:00	1972.78774	1975.60579	1955.48009	1959.78969	324	0	16
2024.01.02	14:00:00	1980.88448	1991.25231	1980.40386	1989.06319	328	0	26
2024.01.02	14:30:00	1973.36361	1976.97394	1951.0607	1959.17332	443	0	22
2024.01.02	15:00:00	1961.49933	1964.79583	1953.91098	1955.24206	255	0	28
2024.01.02	15:30:00	1966.13235	1971.43267	1960.33839	1964.03879	195	0	25
2024.01.02	16:00:00	1968.21202	1969.72656	1955.96959	1958.61871	308	0	21
2024.01.02	16:30:00	1975.00576	1976.6337	1970.31693	1971.50333	172	0	26
2024.01.02	17:00:00	1974.37886	1974.76314	1956.54797	1959.22609	448	0	22
2024.01.02	17:30:00	1962.91863	1966.60436	1945.49249	1948.93514	451	0	19
2024.01.02	18:00:00	1949.90926	1956.94097	1947.19327	1956.6026	255	0	24
2024.01.02	18:30:00	1944.52775	1946.32185	1940.72148	1941.82309	206	0	24
2024.01.02	19:00:00	1942.26192	1948.31351	1935.97357	1944.88269	160	0	23
2024.01.02	19:30:00	1943.60711	1948.66815	1930.37205	1935.43955	310	0	22
2024.01.02	20:00:00	1936.1969	1943.69634	1936.15696	1943.00724	273	0	24
2024.01.02	20:30:00	1940.90451	1945.66624	1928.34334	1935.19986	224	0	19
2024.01.02	21:00:00	1937.71546	1953.74487	1935.14302	1952.35226	479	0	21
2024.01.02	21:30:00	1951.00773	1961.01388	1950.78368	1959.35749	229	0	25
2024.01.02	22:00:00	1946.86335	1949.11878	1934.19576	1939.29376	257	0	23
2024.01.02	22:30:00	1951.61997	1957.97312	1941.24189	1945.15079	206	0	23
2024.01.02	23:00:00	1949.76287	1953.42384	1941.48063	1944.24989	217	0	23
2024.01.02	23:30:00	1952.86794	1963.97103	1951.72178	1962.39372	314	0	23
2024.01.03	00:00:00	1945.91533	1952.97143	1940.90325	1942.79384	158	0	21
2024.01.03	00:30:00	1945.01521	1948.43602	1937.06322	1937.44849	228	0	20
2024.01.03	01:00:00	1948.57554	1966.02296	1946.78312	1961.05273	426	0	17
2024.01.03	01:30:00	1937.07775	1946.55359	1935.30077	1940.49665	198	0	22
2024.01.03	02:00:00	1933.89022	1937.42627	1928.05695	1929.71454	183	0	21
2024.01.03	02:30:00	1932.44986	1947.80928	1932.21502	1946.2877	375	0	22
2024.01.03	03:00:00	1923.47569	1930.44655	1911.60395	1915.88717	271	0	22
2024.01.03	03:30:00	1917.98604	1918.79261	1904.44594	1905.43367	377	0	26
2024.01.03	04:00:00	1926.84925	1932.00422	1923.07938	1923.42975	168	0	21
2024.01.03	04:30:00	1927.58035	1932.48083	1924.498	1932.2817	187	0	20
2024.01.03	05:00:00	1930.20493	1933.1354	1915.7127	1922.01429	340	0	24
2024.01.03	05:30:00	1937.63261	1941.01972	1924.71288	1925.10993	349	0	28
2024.01.03	06:00:00	1930.13556	1933.6332	1923.53806	1926.59318	236	0	22
2024.01.03	06:30:00	1933.15734	1936.72438	1920.60921	1926.00846	287	0	19
2024.01.03	07:00:00	1927.55606	1932.43038	1920.95627	1924.71727	222	0	18
2024.01.03	07:30:00	1929.6064	1933.83702	1920.6943	1924.66996	230	0	16
2024.01.03	08:00:00	1934.08404	1939.26567	1923.10776	1927.29006	275	0	20
2024.01.03	08:30:00	1929.12683	1931.38132	1915.35321	1918.67767	346	0	21
2024.01.03	09:00:00	1921.71488	1925.61174	1918.82128	1925.49949	227	0	25
2024.01.03	09:30:00	1924.66682	1932.22108	1922.16802	1923.30045	159	0	21
2024.01.03	10:00:00	1924.12309	1926.52079	1916.69671	1919.26899	143	0	20
2024.01.03	10:30:00	1924.60531	1924.93921	1917.057	1921.15694	218	0	14
2024.01.03	11:00:00	1927.97346	1931.36654	1918.79831	1922.23746	242	0	21
2024.01.03	11:30:00	1923.84089	1934.36654	1917.35844	1934.26133	399	0	18
2024.01.03	12:00:00	1914.63394	1920.50282	1913.16136	1919.64417	279	0	25
2024.01.03	12:30:00	1910.22476	1920.34661	1909.03614	1919.74633	352	0	26
2024.01.03	13:00:00	1918.26297	1925.11236	1902.7707	1905.34837	402	0	18
2024.01.03	13:30:00	1928.64956	1930.45891	1912.74786	1915.02379	401	0	18
2024.01.03	14:00:00	1939.55969	1941.76884	1932.4027	1933.72299	259	0	24
2024.01.03	14:30:00	1935.3369	1959.74669	1930.23214	1958.42279	736	0	20
2024.01.03	15:00:00	1957.61758	1964.4787	1946.58739	1953.3785	206	0	30
2024.01.03	15:30:00	1959.50554	1964.41893	1953.68044	1961.74916	147	0	23
2024.01.03	16:00:00	1958.6595	1962.63306	1955.22989	1961.8584	173	0	24
2024.01.03	16:30:00	1957.91791	1958.01612	1952.88062	1954.65906	185	0	23
2024.01.03	17:00:00	1959.35769	1974.02548	1958.22883	1973.44996	467	0	26
2024.01.03	17:30:00	1945.77606	1955.37374	1944.75642	1951.81177	263	0	23
2024.01.03	18:00:00	1950.81215	1951.52513	1936.39613	1939.36988	333	0	20
2024.01.03	18:30:00	1943.01604	1954.90438	1942.67584	1951.95056	296	0	29
2024.01.03	19:00:00	1948.61185	1953.89267	1942.49364	1946.01366	203	0	26
2024.01.03	19:30:00	1946.16447	1958.29711	1945.65456	1957.35569	280	0	20
2024.01.03	20:00:00	1940.13911	1959.15759	1939.76241	1955.12682	517	0	27
2024.01.03	20:30:00	1953.5422	1955.07686	1945.90288	1950.96819	198	0	23
2024.01.03	21:00:00	1955.52406	1959.20346	1945.54367	1949.26569	259	0	24
2024.01.03	21:30:00	1958.94071	1963.88718	1943.81851	1947.90803	283	0	20
2024.01.03	22:00:00	1952.82256	1960.10066	1940.99506	1946.12905	239	0	22
2024.01.03	22:30:00	1956.19057	1973.1382	1955.69994	1967.03841	372	0	22
2024.01.03	23:00:00	1966.23944	1969.25878	1963.40256	1968.53182	222	0	26
2024.01.03	23:30:00	1964.03158	1974.66243	1959.04203	1972.74136	354	0	31
2024.01.04	00:00:00	1957.62963	1963.04373	1956.91793	1961.87251	162	0	21
2024.01.04	00:30:00	1956.20844	1957.45946	1944.93506	1951.22075	133	0	23
2024.01.04	01:00:00	1956.12104	1957.69034	1951.34266	1957.36124	142	0	25
2024.01.04	01:30:00	1955.25284	1968.92159	1953.99813	1966.78125	419	0	29
2024.01.04	02:00:00	1966.30741	1967.53072	1957.29259	1959.72217	278	0	26
2024.01.04	02:30:00	1972.62828	1973.72859	1965.85072	1969.52644	199	0	28
2024.01.04	03:00:00	1974.97006	1987.22112	1974.05823	1982.62854	329	0	23
2024.01.04	03:30:00	1968.29736	1978.14405	1960.35078	1964.97161	199	0	17
2024.01.04	04:00:00	1965.14553	1980.2475	1958.76868	1972.717	333	0	17
2024.01.04	04:30:00	1957.96571	1961.83426	1942.23463	1944.87818	349	0	23
2024.01.04	05:00:00	1965.6146	1975.2895	1962.59594	1971.93103	233	0	18
2024.01.04	05:30:00	1962.16112	1963.58379	1958.19074	1958.81475	225	0	21
2024.01.04	06:00:00	1965.21833	1979.32412	1962.28594	1977.71424	438	0	21
2024.01.04	06:30:00	1976.35174	1976.39939	1958.0992	1962.73959	473	0	20
2024.01.04	07:00:00	1989.49569	1991.16982	1983.1726	1988.59286	155	0	26
2024.01.04	07:30:00	1989.08735	1994.17406	1986.75076	1992.97494	228	0	25
2024.01.04	08:00:00	1991.51516	2000.83102	1988.61351	1998.47041	302	0	22
2024.01.04	08:30:00	1997.39309	2001.7426	1991.01444	2001.06181	240	0	22
2024.01.04	09:00:00	2000.91306	2003.07162	1995.43054	1996.55149	222	0	24
2024.01.04	09:30:00	1997.74642	2001.34963	1986.87307	1991.23355	213	0	25
2024.01.04	10:00:00	2000.74407	2001.67285	1991.94839	1994.26049	200	0	21
2024.01.04	10:30:00	2003.34249	2015.5665	2002.01034	2014.00974	367	0	21
2024.01.04	11:00:00	2013.09847	2013.4096	2000.98117	2001.84939	370	0	26
2024.01.04	11:30:00	2022.51143	2029.97799	2010.32856	2014.41906	333	0	22
2024.01.04	12:00:00	2014.62789	2015.6455	2004.94975	2007.32561	298	0	21
2024.01.04	12:30:00	2007.77725	2013.79925	2006.06654	2006.0913	158	0	17
2024.01.04	13:00:00	2006.95492	2017.05763	2004.70233	2015.11838	204	0	17
2024.01.04	13:30:00	2004.12052	2019.90317	2002.77632	2013.88037	360	0	20
2024.01.04	14:00:00	1994.8905	2005.77257	1993.56351	2000.12599	224	0	24
2024.01.04	14:30:00	1991.75824	2005.01461	1990.22255	2003.06618	337	0	23
2024.01.04	15:00:00	1984.02695	1996.19795	1978.25698	1995.25724	426	0	26
2024.01.04	15:30:00	1994.8761	2000.95034	1994.14731	2000.0115	234	0	21
2024.01.04	16:00:00	1997.82492	2019.65828	1992.97075	2015.19523	483	0	19
2024.01.04	16:30:00	1983.15553	1984.66067	1967.15693	1968.24164	518	0	27
2024.01.04	17:00:00	1997.49644	2001.1458	1993.20979	1994.46696	163	0	17
2024.01.04	17:30:00	1996.24096	1997.10234	1986.70586	1989.07639	293	0	21
2024.01.04	18:00:00	1990.22089	1998.50549	1986.65955	1996.67405	247	0	17
2024.01.04	18:30:00	1985.88475	1994.87991	1985.43825	1992.85906	277	0	21
2024.01.04	19:00:00	1990.92452	1993.86132	1989.4843	1991.95002	142	0	18
2024.01.04	19:30:00	1991.20522	2005.12329	1990.4243	2000.62127	257	0	19
2024.01.04	20:00:00	1986.64479	1988.32724	1977.6361	1979.82574	274	0	19
2024.01.04	20:30:00	1991.68464	1996.93481	1989.38674	1994.51096	172	0	19
2024.01.04	21:00:00	1991.20573	1992.66982	1985.57124	1986.85679	224	0	18
2024.01.04	21:30:00	1994.5949	1994.92057	1986.84098	1988.84536	135	0	27
2024.01.04	22:00:00	1994.66993	2003.78612	1993.74281	2003.55211	336	0	22
2024.01.04	22:30:00	1987.70653	1989.80747	1984.62726	1985.61894	164	0	21
2024.01.04	23:00:00	1988.61328	1997.79414	1985.46252	1995.59837	261	0	20
2024.01.04	23:30:00	1983.53691	2004.8954	1982.64153	2004.00438	582	0	22
2024.01.05	00:00:00	2001.66957	2003.17385	1986.81779	1989.9467	298	0	23
2024.01.05	00:30:00	1995.4247	2002.39847	1994.63408	2000.67327	265	0	19
2024.01.05	01:00:00	2000.58304	2012.53036	1994.12963	2010.66979	233	0	22
2024.01.05	01:30:00	1996.51909	1997.63576	1992.85852	1993.61965	194	0	20
2024.01.05	02:00:00	1998.87857	2002.6452	1997.38564	2001.43788	137	0	16
2024.01.05	02:30:00	1998.44632	1998.6441	1987.09624	1989.21056	315	0	24
2024.01.05	03:00:00	2005.4539	2006.3554	1997.0829	2001.52802	221	0	23
2024.01.05	03:30:00	2002.60483	2010.37127	1999.58882	2005.992	184	0	26
2024.01.05	04:00:00	2003.58906	2012.16018	2001.42241	2011.47933	312	0	26
2024.01.05	04:30:00	1997.85512	1998.18296	1986.06817	1987.58225	304	0	27
2024.01.05	05:00:00	2004.70673	2015.18094	2000.51732	2012.70476	274	0	22
2024.01.05	05:30:00	2010.47529	2019.63238	2005.61362	2017.60617	161	0	24
2024.01.05	06:00:00	2008.87908	2011.74853	1995.23424	2004.29867	227	0	25
2024.01.05	06:30:00	2005.75401	2010.13803	1995.68386	1996.761	356	0	17
2024.01.05	07:00:00	2013.99161	2019.54395	2011.6073	2015.02602	153	0	20
2024.01.05	07:30:00	2013.05827	2014.41243	2006.37332	2009.04961	230	0	17
2024.01.05	08:00:00	2009.51071	2023.92637	2008.66088	2020.50948	333	0	17
2024.01.05	08:30:00	2017.88578	2017.96064	1999.60147	2004.01182	464	0	21
2024.01.05	09:00:00	2004.03168	2007.8902	2002.49123	2007.72545	203	0	24
2024.01.05	09:30:00	2002.18031	2011.70642	2000.24447	2003.44234	139	0	21
2024.01.05	10:00:00	2002.09836	2003.49584	1997.3307	1998.08398	194	0	21
2024.01.05	10:30:00	2003.81635	2009.84454	2002.13736	2007.82362	220	0	22
2024.01.05	11:00:00	2007.6245	2013.45702	2003.8011	2009.8941	191	0	17
2024.01.05	11:30:00	2009.6932	2020.74989	2007.69505	2017.6672	266	0	18
2024.01.05	12:00:00	2014.01875	2015.04881	1999.35286	2004.13737	341	0	19
2024.01.05	12:30:00	2022.03584	2024.06341	2007.37362	2010.49627	362	0	22
2024.01.05	13:00:00	2031.90615	2038.13552	2021.45736	2026.01075	182	0	23
2024.01.05	13:30:00	2033.94085	2036.65012	2031.09822	2032.87004	156	0	23
2024.01.05	14:00:00	2034.98507	2048.46486	2032.75801	2043.77383	305	0	25
2024.01.05	14:30:00	2028.84933	2038.52335	2020.94315	2036.62039	303	0	22
2024.01.05	15:00:00	2021.94279	2028.07877	2004.93424	2008.00356	408	0	22
2024.01.05	15:30:00	2010.20033	2017.06529	2009.98152	2012.85152	160	0	25
2024.01.05	16:00:00	2009.01535	2011.20423	2003.25059	2005.42889	232	0	28
2024.01.05	16:30:00	2011.88947	2023.98152	2006.09683	2020.80574	225	0	18
2024.01.05	17:00:00	2015.29711	2023.21539	2011.40467	2019.94177	162	0	21
2024.01.05	17:30:00	2013.79635	2037.48195	2010.98899	2034.24273	588	0	20
2024.01.05	18:00:00	1995.58537	2014.33351	1994.89805	2012.01738	487	0	26
2024.01.05	18:30:00	2010.00566	2028.38859	2003.80519	2020.9252	380	0	23
2024.01.05	19:00:00	2000.91561	2024.23696	1999.17429	2018.97966	494	0	21
2024.01.05	19:30:00	1986.10124	1993.57868	1984.79898	1992.19581	233	0	21
2024.01.05	20:00:00	1990.15647	1994.50174	1978.95385	1984.65292	184	0	22
2024.01.05	20:30:00	1988.24901	1993.45353	1975.73147	1980.25991	258	0	19
2024.01.05	21:00:00	1992.97467	1993.22352	1987.67175	1990.93522	171	0	16
2024.01.05	21:30:00	1991.24949	2000.61245	1987.92825	1999.05266	179	0	20
2024.01.05	22:00:00	1992.43042	1994.81591	1983.94921	1985.84888	264	0	17
2024.01.05	22:30:00	1986.6046	1995.37942	1986.2468	1993.7788	178	0	19
2024.01.05	23:00:00	1988.21438	1997.44	1985.2703	1997.24528	341	0	19
2024.01.05	23:30:00	1996.65266	2003.71136	1992.99235	2001.98174	252	0	27
2024.01.06	00:00:00	2000.94842	2005.39579	2000.01474	2004.86905	170	0	23
2024.01.06	00:30:00	2002.21958	2005.69276	1998.15468	2004.58352	138	0	21
2024.01.06	01:00:00	2003.00056	2007.90326	2001.46681	2005.78851	194	0	18
2024.01.06	01:30:00	2005.71458	2010.42389	1998.09233	2001.32782	148	0	20
2024.01.06	02:00:00	2006.8529	2026.41897	2003.9014	2020.60814	439	0	21
2024.01.06	02:30:00	2019.37567	2021.69388	2015.69169	2018.01736	136	0	20
2024.01.06	03:00:00	2018.35614	2026.18889	2018.10606	2025.0939	280	0	21
2024.01.06	03:30:00	2024.71957	2031.57672	2023.61871	2031.22197	198	0	25
2024.01.06	04:00:00	2027.1475	2032.07232	2012.24035	2015.97483	366	0	22
2024.01.06	04:30:00	2017.65464	2026.72216	2015.12557	2026.59378	267	0	20
2024.01.06	05:00:00	2023.49827	2025.97348	2011.66661	2013.28452	368	0	21
2024.01.06	05:30:00	2014.25282	2021.91376	2011.0907	2020.31373	265	0	19
2024.01.06	06:00:00	2019.40209	2022.75779	2009.35945	2014.23447	228	0	24
2024.01.06	06:30:00	2021.43377	2028.25587	2014.77027	2027.75712	197	0	16
2024.01.06	07:00:00	2023.83692	2024.12816	2003.76551	2006.30759	554	0	19
2024.01.06	07:30:00	2007.33326	2014.92068	1999.0305	2004.90637	168	0	22
2024.01.06	08:00:00	2009.15981	2014.96089	2003.55225	2013.42622	268	0	24
2024.01.06	08:30:00	2005.01578	2020.07669	2003.31005	2019.98055	506	0	20
2024.01.06	09:00:00	1991.3917	1996.62577	1990.73443	1995.36006	203	0	24
2024.01.06	09:30:00	1988.14342	1989.01014	1983.2677	1984.49944	148	0	23
2024.01.06	10:00:00	1989.66964	2002.21686	1987.80182	2002.17657	428	0	27
2024.01.06	10:30:00	1979.00259	1981.84196	1969.05857	1973.98298	236	0	21
2024.01.06	11:00:00	1983.4144	1995.82418	1976.46308	1993.321	333	0	21
2024.01.06	11:30:00	1975.25408	1977.8526	1970.61649	1971.70613	218	0	22
2024.01.06	12:00:00	1977.67037	1988.58044	1975.88048	1983.9726	272	0	23
2024.01.06	12:30:00	1983.42419	1987.26033	1976.76853	1978.34116	218	0	20
2024.01.06	13:00:00	1980.65344	1989.60354	1978.54308	1988.74374	233	0	17
2024.01.06	13:30:00	1976.71702	1981.56244	1970.90195	1972.28767	160	0	23
2024.01.06	14:00:00	1975.24796	1982.14028	1974.9222	1981.10255	227	0	22
2024.01.06	14:30:00	1973.15867	1973.99221	1967.7879	1968.28011	209	0	27
2024.01.06	15:00:00	1972.07516	1985.47838	1971.0323	1978.36461	237	0	23
2024.01.06	15:30:00	1968.65891	1989.10692	1966.18319	1984.51364	536	0	25
2024.01.06	16:00:00	1983.92083	1988.78717	1969.96092	1974.49804	296	0	21
2024.01.06	16:30:00	1990.55445	1992.09119	1976.2863	1977.66321	346	0	28
2024.01.06	17:00:00	1981.53142	1985.36896	1980.84512	1983.9977	195	0	23
2024.01.06	17:30:00	1979.74454	1988.10681	1977.35814	1987.97188	239	0	20
2024.01.06	18:00:00	1975.72348	1988.90331	1971.71332	1981.29728	238	0	20
2024.01.06	18:30:00	1971.31126	1988.68816	1969.31832	1984.44363	431	0	27
2024.01.06	19:00:00	1982.49862	1992.63542	1980.78457	1988.16036	226	0	25
2024.01.06	19:30:00	1985.39815	1989.1192	1971.85504	1976.19915	275	0	20
2024.01.06	20:00:00	1991.47029	1992.11582	1982.2414	1986.33893	259	0	27
2024.01.06	20:30:00	1995.47087	1997.3672	1988.29118	1989.00582	181	0	22
2024.01.06	21:00:00	1993.92158	1996.81718	1993.41976	1996.7224	182	0	21
2024.01.06	21:30:00	1991.70651	1994.25342	1979.00812	1981.62581	340	0	19
2024.01.06	22:00:00	1999.95021	2006.31331	1998.86614	2005.84571	212	0	23
2024.01.06	22:30:00	2002.86992	2005.61698	1987.07859	1994.29249	338	0	24
2024.01.06	23:00:00	1995.0034	2000.2534	1983.41719	1989.53533	185	0	18
2024.01.06	23:30:00	1992.6398	2000.96132	1989.69433	1999.58364	264	0	21
2024.01.07	00:00:00	1998.37552	2006.24905	1983.7729	1986.29295	389	0	19
2024.01.07	00:30:00	1988.10445	1992.65385	1986.55495	1990.5562	151	0	20
2024.01.07	01:00:00	1988.05312	1999.60114	1987.25836	1998.23803	288	0	22
2024.01.07	01:30:00	1981.80454	1991.10391	1979.42789	1988.01053	270	0	22
2024.01.07	02:00:00	1976.19461	1981.87102	1958.85973	1962.44451	500	0	20
2024.01.07	02:30:00	1962.59113	1963.20326	1954.59905	1956.01534	328	0	30
2024.01.07	03:00:00	1956.08248	1961.66593	1955.44063	1959.0768	195	0	29
2024.01.07	03:30:00	1954.27368	1959.30448	1954.03936	1958.01428	146	0	26
2024.01.07	04:00:00	1955.29497	1963.33203	1955.01847	1962.59572	301	0	26
2024.01.07	04:30:00	1949.76628	1949.8377	1944.00817	1945.64276	190	0	25
2024.01.07	05:00:00	1951.74068	1952.46005	1949.55996	1950.52067	177	0	24
2024.01.07	05:30:00	1950.87431	1952.17677	1934.70845	1939.64514	384	0	23
2024.01.07	06:00:00	1960.35979	1964.03156	1959.51926	1963.38552	166	0	26
2024.01.07	06:30:00	1961.93305	1965.56509	1951.69449	1953.6483	323	0	32
2024.01.07	07:00:00	1955.0321	1959.74453	1954.0918	1958.84487	179	0	22
2024.01.07	07:30:00	1956.91846	1961.805	1942.92179	1944.079	398	0	28
2024.01.07	08:00:00	1946.51212	1954.95755	1945.44575	1953.0853	269	0	30
2024.01.07	08:30:00	1951.90325	1952.30314	1945.49663	1947.24191	278	0	27
2024.01.07	09:00:00	1948.06884	1948.9607	1937.85952	1939.96444	324	0	22
2024.01.07	09:30:00	1940.12195	1949.26267	1938.36789	1946.46725	274	0	24
2024.01.07	10:00:00	1933.8548	1937.77823	1923.88306	1930.59459	213	0	27
2024.01.07	10:30:00	1935.63544	1935.87648	1923.51924	1926.31844	319	0	24
2024.01.07	11:00:00	1928.30219	1929.53604	1915.64513	1919.91923	335	0	22
2024.01.07	11:30:00	1936.04371	1939.75934	1933.92388	1939.13882	213	0	22
2024.01.07	12:00:00	1934.19989	1935.44517	1920.40918	1922.35079	377	0	17
2024.01.07	12:30:00	1944.39154	1948.58432	1936.27314	1936.51846	263	0	21
2024.01.07	13:00:00	1948.62316	1950.60346	1934.87112	1935.42618	458	0	27
2024.01.07	13:30:00	1960.28258	1968.36023	1951.49946	1954.7779	293	0	30
2024.01.07	14:00:00	1954.91251	1960.50992	1941.67271	1942.9036	429	0	26
2024.01.07	14:30:00	1966.24912	1978.79189	1966.0189	1977.26543	294	0	27
2024.01.07	15:00:00	1959.63325	1964.37474	1953.33315	1962.61795	194	0	21
2024.01.07	15:30:00	1957.81168	1958.50851	1950.01675	1953.68903	247	0	24
2024.01.07	16:00:00	1960.95144	1967.21984	1959.23986	1967.09752	241	0	24
2024.01.07	16:30:00	1965.15525	1976.37063	1958.58958	1970.7421	196	0	28
