<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.01	17:30:00	1954.48547	1965.1526	1952.39063	1962.24184	247	0	25
2024.01.01	18:00:00	1951.34465	1960.8754	1946.14484	1958.51875	281	0	25
2024.01.01	18:30:00	1945.71233	1948.70459	1940.03254	1942.6684	218	0	26
2024.01.01	19:00:00	1948.3982	1955.9725	1945.69917	1955.83539	290	0	21
2024.01.01	19:30:00	1942.08517	1945.97066	1937.1969	1943.89326	183	0	21
2024.01.01	20:00:00	1943.56888	1959.4202	1938.64508	1958.73882	394	0	23
2024.01.01	20:30:00	1953.48341	1965.11864	1946.24861	1960.19667	173	0	21
2024.01.01	21:00:00	1955.54808	1973.67865	1951.24013	1971.73361	513	0	22
2024.01.01	21:30:00	1970.12414	1979.64289	1966.03599	1973.35205	129	0	23
2024.01.01	22:00:00	1970.27408	1971.203	1953.44031	1953.93699	505	0	23
2024.01.01	22:30:00	1955.46014	1958.55574	1952.9299	1954.05255	167	0	20
2024.01.01	23:00:00	1954.9256	1965.82329	1950.53395	1962.77355	298	0	17
2024.01.01	23:30:00	1961.34135	1980.73618	1958.9724	1978.91319	558	0	24
2024.01.02	00:00:00	1944.56219	1950.91245	1929.39058	1932.78547	429	0	27
2024.01.02	00:30:00	1934.51971	1939.5899	1933.1384	1939.57428	262	0	24
2024.01.02	01:00:00	1930.00946	1935.88813	1927.63849	1935.69936	290	0	25
2024.01.02	01:30:00	1925.08888	1927.48197	1907.06493	1910.10237	487	0	26
2024.01.02	02:00:00	1938.71283	1959.7682	1935.31148	1950.44852	418	0	21
2024.01.02	02:30:00	1949.29062	1952.72608	1944.30972	1946.37457	164	0	24
2024.01.02	03:00:00	1948.01249	1956.92101	1943.87708	1954.35691	267	0	27
2024.01.02	03:30:00	1952.51211	1954.14586	1948.43372	1949.0022	196	0	23
2024.01.02	04:00:00	1949.49926	1954.86004	1939.55234	1939.95675	350	0	20
2024.01.02	04:30:00	1958.44578	1959.25083	1943.96736	1947.45169	394	0	20
2024.01.02	05:00:00	1968.77474	1975.03636	1964.34233	1973.91701	206	0	23
2024.01.02	05:30:00	1971.59062	1989.87291	1969.24327	1988.57256	490	0	22
2024.01.02	06:00:00	1957.27432	1961.76267	1956.65935	1960.22732	154	0	17
2024.01.02	06:30:00	1957.93731	1965.7291	1954.43555	1964.56385	261	0	18
2024.01.02	07:00:00	1953.27154	1955.40426	1940.04652	1944.58383	189	0	17
2024.01.02	07:30:00	1951.0385	1951.74869	1937.26353	1942.11477	268	0	17
2024.01.02	08:00:00	1956.42047	1962.55488	1948.65362	1962.14764	255	0	17
2024.01.02	08:30:00	1961.35256	1963.33227	1945.5681	1948.62276	437	0	17
2024.01.02	09:00:00	1948.68862	1949.55351	1942.84985	1943.0271	215	0	23
2024.01.02	09:30:00	1952.08994	1952.88422	1949.64643	1949.68038	210	0	21
2024.01.02	10:00:00	1954.49485	1957.68909	1933.69337	1935.21648	640	0	21
2024.01.02	10:30:00	1936.2223	1941.20303	1933.70635	1941.16269	237	0	26
2024.01.02	11:00:00	1940.03446	1944.64048	1918.4824	1921.00935	577	0	22
2024.01.02	11:30:00	1956.94597	1959.37279	1952.08582	1952.94611	189	0	18
2024.01.02	12:00:00	1958.87206	1974.09517	1957.35583	1970.37216	334	0	21
2024.01.02	12:30:00	1966.35421	1966.52685	1961.3773	1962.02523	206	0	23
2024.01.02	13:00:00	1962.87576	1965.36522	1956.28731	1957.81022	306	0	30
2024.01.02	13:30:00	1967.27993	1968.19948	1960.72165	1962.39808	192	0	22
2024.01.02	14:00:00	1965.22667	1965.91594	1957.47544	1957.51312	271	0	25
2024.01.02	14:30:00	1970.92512	1976.6957	1970.52799	1973.88085	202	0	28
2024.01.02	15:00:00	1973.09164	1985.09899	1971.45311	1984.02644	299	0	30
2024.01.02	15:30:00	1980.20887	1981.05861	1970.22411	1975.31002	191	0	32
2024.01.02	16:00:00	1981.80412	1990.77079	1979.30634	1987.40306	259	0	29
2024.01.02	16:30:00	1987.40125	1991.46763	1979.66902	1981.14258	197	0	28
2024.01.02	17:00:00	1989.80648	1993.26889	1989.54555	1992.70989	145	0	24
2024.01.02	17:30:00	1989.15915	1992.20933	1985.44022	1986.91421	154	0	23
2024.01.02	18:00:00	1988.01758	1997.76418	1987.29321	1994.86475	209	0	22
2024.01.02	18:30:00	1984.32928	1986.27085	1968.66381	1970.02439	496	0	19
2024.01.02	19:00:00	1970.05657	1972.79186	1961.63438	1962.10019	322	0	32
2024.01.02	19:30:00	1975.90617	1992.45015	1975.2002	1988.01747	382	0	19
2024.01.02	20:00:00	1985.98604	1997.98851	1983.74699	1995.03706	338	0	22
2024.01.02	20:30:00	1992.99117	1993.9103	1976.71706	1982.47438	287	0	24
2024.01.02	21:00:00	1986.59771	1987.4232	1977.78908	1979.70192	276	0	20
2024.01.02	21:30:00	1981.33253	1984.37994	1971.20932	1972.37306	314	0	20
2024.01.02	22:00:00	1974.15953	1974.78782	1965.62997	1966.0062	325	0	26
2024.01.02	22:30:00	1981.764	1990.78682	1978.3526	1988.1388	301	0	22
2024.01.02	23:00:00	1975.54791	1984.70361	1975.48839	1981.72034	314	0	26
2024.01.02	23:30:00	1980.62037	1988.93818	1977.7087	1982.84535	228	0	24
2024.01.03	00:00:00	1978.41374	1980.38258	1972.40652	1973.0311	133	0	20
2024.01.03	00:30:00	1978.28901	1989.16963	1975.30054	1983.49194	234	0	22
2024.01.03	01:00:00	1974.17603	1978.44859	1962.28942	1963.75868	379	0	21
2024.01.03	01:30:00	1964.60905	1969.73618	1957.18217	1957.45104	221	0	25
2024.01.03	02:00:00	1960.8967	1973.11235	1960.65995	1969.73825	342	0	24
2024.01.03	02:30:00	1952.70842	1965.89164	1952.46684	1960.49996	301	0	21
2024.01.03	03:00:00	1958.86149	1969.36939	1958.79379	1965.64878	290	0	20
2024.01.03	03:30:00	1952.20481	1964.04015	1951.95057	1961.93423	340	0	19
2024.01.03	04:00:00	1943.60177	1952.16291	1935.15973	1949.3091	270	0	20
2024.01.03	04:30:00	1948.83457	1961.75398	1946.44503	1956.56647	236	0	20
2024.01.03	05:00:00	1952.98158	1955.55364	1945.83961	1945.95375	256	0	16
2024.01.03	05:30:00	1947.87452	1954.22783	1933.25785	1934.02967	336	0	21
2024.01.03	06:00:00	1956.49672	1965.89072	1955.4652	1962.08585	242	0	26
2024.01.03	06:30:00	1960.40314	1967.81509	1958.39632	1967.49852	268	0	22
2024.01.03	07:00:00	1965.24863	1966.45359	1954.54027	1956.57531	257	0	21
2024.01.03	07:30:00	1959.36648	1973.00103	1956.82782	1967.33847	229	0	20
2024.01.03	08:00:00	1962.85438	1963.00703	1956.62553	1957.73599	221	0	25
2024.01.03	08:30:00	1959.17517	1975.38491	1956.53379	1971.93933	320	0	16
2024.01.03	09:00:00	1951.87395	1951.94133	1945.24483	1946.46535	241	0	21
2024.01.03	09:30:00	1947.18849	1961.17956	1944.97637	1956.92353	242	0	24
2024.01.03	10:00:00	1941.89184	1947.44281	1920.30216	1924.75582	513	0	24
2024.01.03	10:30:00	1956.12478	1966.57549	1953.45062	1963.42834	292	0	21
2024.01.03	11:00:00	1951.59224	1953.57744	1935.30556	1942.25918	303	0	19
2024.01.03	11:30:00	1958.38409	1960.73338	1958.36817	1960.54984	193	0	20
2024.01.03	12:00:00	1956.24141	1958.95842	1949.49718	1952.69336	205	0	21
2024.01.03	12:30:00	1958.48956	1961.194	1951.39252	1953.71775	246	0	22
2024.01.03	13:00:00	1954.02443	1955.1961	1928.64247	1931.69383	629	0	18
2024.01.03	13:30:00	1934.6371	1944.22235	1932.7825	1940.74054	271	0	28
2024.01.03	14:00:00	1938.96561	1940.48169	1919.7104	1923.03161	507	0	20
2024.01.03	14:30:00	1924.15892	1934.05482	1919.0784	1929.02403	186	0	21
2024.01.03	15:00:00	1926.91461	1941.21088	1923.05414	1936.90647	342	0	24
2024.01.03	15:30:00	1934.64939	1935.95282	1926.34733	1928.39905	254	0	18
2024.01.03	16:00:00	1938.92557	1939.20676	1923.26469	1929.93599	312	0	24
2024.01.03	16:30:00	1932.2457	1934.95794	1923.22072	1926.80525	235	0	20
2024.01.03	17:00:00	1936.02951	1938.13956	1934.99633	1937.85737	133	0	17
2024.01.03	17:30:00	1936.23591	1946.34755	1935.45168	1943.74007	260	0	22
2024.01.03	18:00:00	1930.84397	1932.33976	1923.8252	1926.74139	176	0	15
2024.01.03	18:30:00	1929.74228	1941.93684	1929.26995	1941.53685	401	0	19
2024.01.03	19:00:00	1920.25551	1935.16162	1919.43814	1931.19813	370	0	25
2024.01.03	19:30:00	1910.94863	1924.26958	1905.67129	1922.87743	398	0	22
2024.01.03	20:00:00	1900.31342	1901.49448	1894.56898	1894.84622	240	0	22
2024.01.03	20:30:00	1895.7516	1896.70393	1887.16448	1889.21454	194	0	21
2024.01.03	21:00:00	1898.9506	1908.27609	1895.89941	1906.83692	268	0	24
2024.01.03	21:30:00	1893.86019	1895.92792	1888.41221	1890.94393	196	0	26
2024.01.03	22:00:00	1891.61625	1894.14455	1883.85383	1884.62894	329	0	25
2024.01.03	22:30:00	1885.3119	1888.20695	1878.40158	1881.21629	218	0	23
2024.01.03	23:00:00	1888.12147	1895.53664	1885.6867	1895.07736	278	0	20
2024.01.03	23:30:00	1882.53839	1897.18533	1882.4181	1893.55867	359	0	22
2024.01.04	00:00:00	1891.49119	1897.35967	1889.86898	1896.73436	221	0	17
2024.01.04	00:30:00	1887.83369	1890.48992	1880.89109	1881.57219	170	0	19
2024.01.04	01:00:00	1886.15185	1898.51758	1883.92508	1898.18948	415	0	20
2024.01.04	01:30:00	1896.5085	1906.3682	1895.37733	1903.57293	302	0	23
2024.01.04	02:00:00	1891.414	1907.90268	1889.86589	1906.16734	512	0	17
2024.01.04	02:30:00	1905.31071	1916.15532	1904.80255	1910.66212	225	0	25
2024.01.04	03:00:00	1901.91051	1902.77946	1888.74494	1893.15856	328	0	22
2024.01.04	03:30:00	1909.63402	1912.19353	1904.53634	1905.95269	183	0	23
2024.01.04	04:00:00	1911.83776	1917.04994	1905.98161	1907.08812	202	0	27
2024.01.04	04:30:00	1909.67674	1910.63581	1898.06071	1900.922	267	0	20
2024.01.04	05:00:00	1915.02293	1923.57115	1911.63957	1922.61542	231	0	24
2024.01.04	05:30:00	1911.64103	1913.56881	1899.31496	1903.66326	287	0	20
2024.01.04	06:00:00	1917.48836	1919.88858	1900.23564	1901.22571	524	0	25
2024.01.04	06:30:00	1902.82617	1904.76384	1897.43627	1899.08333	221	0	24
2024.01.04	07:00:00	1900.63581	1907.1707	1898.41401	1907.00529	286	0	27
2024.01.04	07:30:00	1906.13651	1906.98475	1884.47418	1885.74408	644	0	19
2024.01.04	08:00:00	1887.3995	1892.69755	1881.02483	1890.69168	218	0	23
2024.01.04	08:30:00	1884.71975	1886.63107	1879.13972	1881.75006	159	0	22
2024.01.04	09:00:00	1883.73342	1895.77214	1879.23566	1891.78655	322	0	25
2024.01.04	09:30:00	1890.24453	1897.86548	1887.31867	1895.10096	154	0	25
2024.01.04	10:00:00	1891.25872	1892.05328	1882.06111	1882.55532	239	0	20
2024.01.04	10:30:00	1896.04692	1903.95501	1895.47156	1902.91745	220	0	21
2024.01.04	11:00:00	1892.90299	1895.48964	1873.0318	1879.6787	402	0	20
2024.01.04	11:30:00	1903.29935	1903.49965	1897.68284	1902.3743	147	0	21
2024.01.04	12:00:00	1903.84908	1903.98031	1898.11012	1900.10257	200	0	24
2024.01.04	12:30:00	1905.35187	1905.35636	1895.26727	1900.6396	173	0	28
2024.01.04	13:00:00	1906.25147	1907.29099	1899.22141	1900.30817	209	0	22
2024.01.04	13:30:00	1903.15996	1914.20252	1901.5674	1911.10557	324	0	22
2024.01.04	14:00:00	1895.9587	1896.07315	1887.50922	1888.5443	305	0	28
2024.01.04	14:30:00	1889.69354	1894.30823	1882.80833	1890.98945	169	0	31
2024.01.04	15:00:00	1890.71685	1895.73761	1888.13616	1892.98216	175	0	28
2024.01.04	15:30:00	1892.05102	1899.63864	1889.30492	1895.71236	225	0	29
2024.01.04	16:00:00	1894.60318	1910.03622	1894.02094	1905.42003	459	0	28
2024.01.04	16:30:00	1905.23042	1905.39815	1892.69871	1897.0362	310	0	24
2024.01.04	17:00:00	1898.27307	1901.05856	1898.25829	1899.68622	162	0	23
2024.01.04	17:30:00	1899.11742	1905.71871	1897.31662	1901.44751	174	0	25
2024.01.04	18:00:00	1898.45561	1898.95603	1893.39847	1895.62968	149	0	23
2024.01.04	18:30:00	1898.89234	1911.40977	1896.8383	1909.07046	400	0	21
2024.01.04	19:00:00	1889.41724	1893.86631	1886.05017	1893.52735	211	0	26
2024.01.04	19:30:00	1892.2221	1905.29688	1890.87335	1901.772	300	0	32
2024.01.04	20:00:00	1896.53021	1898.22864	1879.41034	1884.27259	462	0	26
2024.01.04	20:30:00	1907.1991	1924.88034	1905.5518	1918.39934	269	0	28
2024.01.04	21:00:00	1903.06586	1908.11156	1899.97311	1901.1018	179	0	25
2024.01.04	21:30:00	1902.30606	1903.82083	1896.74091	1900.44597	177	0	22
2024.01.04	22:00:00	1900.7727	1901.47749	1892.44628	1896.71159	221	0	22
2024.01.04	22:30:00	1904.60531	1915.47749	1901.67102	1914.71002	357	0	22
2024.01.04	23:00:00	1896.38024	1902.45601	1896.10979	1901.48217	201	0	21
2024.01.04	23:30:00	1893.87624	1904.16376	1891.75305	1901.84537	158	0	23
2024.01.05	00:00:00	1893.76366	1895.81938	1886.19392	1888.49707	269	0	19
2024.01.05	00:30:00	1888.64884	1900.99849	1888.19628	1891.42952	182	0	22
2024.01.05	01:00:00	1889.79695	1895.10721	1889.47391	1891.16568	141	0	21
2024.01.05	01:30:00	1890.12615	1895.5693	1888.34418	1891.72989	203	0	25
2024.01.05	02:00:00	1891.16734	1896.20849	1889.71847	1895.75129	239	0	23
2024.01.05	02:30:00	1887.30448	1888.4588	1878.32354	1882.1311	168	0	20
2024.01.05	03:00:00	1888.59675	1890.63447	1882.20715	1889.51506	130	0	20
2024.01.05	03:30:00	1888.85801	1902.69864	1887.34083	1900.61455	350	0	23
2024.01.05	04:00:00	1880.61075	1885.30229	1875.68161	1877.36385	221	0	30
2024.01.05	04:30:00	1877.78212	1882.50672	1875.30689	1880.2928	176	0	25
2024.01.05	05:00:00	1875.45525	1879.22998	1873.98393	1877.94799	222	0	23
2024.01.05	05:30:00	1877.63892	1883.07687	1867.58207	1871.58174	243	0	24
2024.01.05	06:00:00	1874.14198	1874.87164	1868.92749	1872.16741	169	0	23
2024.01.05	06:30:00	1875.18046	1879.85774	1870.50468	1879.54857	162	0	22
2024.01.05	07:00:00	1876.20643	1877.51104	1873.2478	1874.22122	191	0	21
2024.01.05	07:30:00	1878.13415	1880.21113	1870.1089	1873.77274	233	0	22
2024.01.05	08:00:00	1875.48549	1880.33393	1871.78398	1877.015	170	0	16
2024.01.05	08:30:00	1874.07035	1877.14579	1864.5881	1866.74121	258	0	22
2024.01.05	09:00:00	1868.9026	1872.97177	1862.73123	1866.76814	162	0	23
2024.01.05	09:30:00	1869.54527	1874.7687	1865.48743	1874.4592	218	0	21
2024.01.05	10:00:00	1872.80717	1873.31773	1867.53481	1869.70307	212	0	18
2024.01.05	10:30:00	1875.35759	1879.362	1868.97388	1872.44513	215	0	22
2024.01.05	11:00:00	1878.12728	1882.29369	1876.69738	1881.07391	183	0	22
2024.01.05	11:30:00	1876.89528	1876.94889	1857.85214	1860.37327	402	0	21
2024.01.05	12:00:00	1867.00754	1869.66663	1861.85317	1868.63754	139	0	25
2024.01.05	12:30:00	1866.70955	1869.49163	1855.88399	1857.30677	258	0	22
2024.01.05	13:00:00	1871.38059	1875.4751	1863.04741	1863.90593	348	0	19
2024.01.05	13:30:00	1864.25904	1870.06389	1854.09056	1856.40402	365	0	23
2024.01.05	14:00:00	1871.92542	1882.21798	1871.32188	1878.54874	341	0	21
2024.01.05	14:30:00	1865.829	1876.05239	1864.48998	1874.73259	338	0	23
2024.01.05	15:00:00	1873.24899	1879.54859	1872.52447	1876.95016	229	0	18
2024.01.05	15:30:00	1869.67314	1885.44164	1869.67158	1883.59242	449	0	17
2024.01.05	16:00:00	1881.16993	1883.55151	1871.56715	1876.2584	222	0	25
2024.01.05	16:30:00	1884.73024	1892.13632	1875.43525	1881.81381	192	0	23
2024.01.05	17:00:00	1886.10147	1889.22912	1885.01344	1888.20462	126	0	21
2024.01.05	17:30:00	1885.83056	1904.67705	1881.16237	1901.5891	534	0	19
2024.01.05	18:00:00	1871.04978	1875.33119	1862.69506	1864.91974	149	0	23
2024.01.05	18:30:00	1871.41135	1881.67373	1866.23804	1880.91064	295	0	19
2024.01.05	19:00:00	1864.85642	1872.55203	1863.56714	1872.16476	305	0	21
2024.01.05	19:30:00	1857.80987	1864.73183	1854.97541	1863.22319	289	0	22
2024.01.05	20:00:00	1862.84947	1872.35446	1858.63645	1870.08536	255	0	19
2024.01.05	20:30:00	1867.20406	1873.43595	1866.42429	1872.81614	205	0	17
2024.01.05	21:00:00	1864.16089	1868.1785	1863.63818	1866.03111	185	0	19
2024.01.05	21:30:00	1865.95185	1869.19366	1852.43585	1856.8883	278	0	20
2024.01.05	22:00:00	1871.14482	1883.58633	1865.41662	1880.32932	359	0	24
2024.01.05	22:30:00	1878.17605	1886.50774	1875.79102	1880.45486	188	0	27
2024.01.05	23:00:00	1880.40373	1883.39395	1876.14777	1877.95931	134	0	23
2024.01.05	23:30:00	1880.73207	1884.68451	1876.97264	1877.36112	197	0	22
2024.01.06	00:00:00	1878.83795	1882.81761	1864.05792	1873.07068	134	0	17
2024.01.06	00:30:00	1879.02118	1885.04635	1876.7666	1882.67772	155	0	17
2024.01.06	01:00:00	1879.02388	1897.20796	1877.43626	1895.18094	578	0	17
2024.01.06	01:30:00	1894.97312	1900.85621	1886.61229	1888.67493	308	0	30
2024.01.06	02:00:00	1899.18474	1908.22566	1894.07491	1907.61998	348	0	27
2024.01.06	02:30:00	1891.2743	1894.25779	1884.01765	1886.84591	187	0	19
2024.01.06	03:00:00	1889.03391	1893.81287	1884.80806	1885.41667	213	0	17
2024.01.06	03:30:00	1885.79087	1894.43177	1879.0221	1891.91156	239	0	17
2024.01.06	04:00:00	1890.02952	1895.5659	1876.75622	1881.42055	320	0	19
2024.01.06	04:30:00	1882.55642	1900.42777	1881.11712	1899.81623	509	0	21
2024.01.06	05:00:00	1868.25968	1870.61019	1855.80423	1858.3602	367	0	31
2024.01.06	05:30:00	1876.85529	1879.34456	1870.94188	1873.6785	187	0	21
2024.01.06	06:00:00	1878.1348	1882.85999	1874.61782	1881.62663	176	0	21
2024.01.06	06:30:00	1879.57006	1884.64283	1876.28549	1883.57863	225	0	20
2024.01.06	07:00:00	1876.13052	1891.38621	1870.66947	1887.25564	484	0	25
2024.01.06	07:30:00	1865.32423	1880.53236	1864.80341	1875.19165	292	0	26
2024.01.06	08:00:00	1858.73499	1861.21228	1840.61665	1842.22305	415	0	29
2024.01.06	08:30:00	1869.06272	1880.74683	1867.32932	1878.02388	354	0	23
2024.01.06	09:00:00	1875.86913	1886.10029	1875.85518	1882.4098	289	0	20
2024.01.06	09:30:00	1882.11236	1893.25379	1879.74112	1892.31121	363	0	25
2024.01.06	10:00:00	1873.0412	1874.20375	1859.96634	1866.47717	260	0	22
2024.01.06	10:30:00	1868.26568	1870.43754	1857.90845	1865.68365	139	0	19
2024.01.06	11:00:00	1868.29314	1884.67697	1865.61476	1882.54234	461	0	19
2024.01.06	11:30:00	1856.37713	1856.37847	1845.51282	1848.45566	312	0	22
2024.01.06	12:00:00	1862.62618	1863.3168	1851.40251	1852.25782	317	0	19
2024.01.06	12:30:00	1855.70248	1861.61399	1854.73803	1860.4639	197	0	22
2024.01.06	13:00:00	1853.61634	1859.77798	1848.73716	1857.71712	230	0	22
2024.01.06	13:30:00	1857.17137	1857.91561	1847.07377	1850.08788	208	0	23
2024.01.06	14:00:00	1859.29981	1871.11702	1858.44477	1866.42089	182	0	16
2024.01.06	14:30:00	1857.32597	1869.90578	1856.31245	1865.89843	345	0	16
2024.01.06	15:00:00	1850.95621	1851.74239	1841.57098	1841.8612	336	0	20
2024.01.06	15:30:00	1842.94991	1857.62584	1840.54566	1853.95294	420	0	24
2024.01.06	16:00:00	1852.94753	1862.08638	1843.6735	1859.23313	275	0	17
2024.01.06	16:30:00	1858.10331	1870.36438	1857.11691	1869.41945	304	0	17
2024.01.06	17:00:00	1864.30905	1867.18552	1858.98133	1862.83942	173	0	26
2024.01.06	17:30:00	1865.4302	1866.58599	1851.33016	1853.13761	440	0	29
2024.01.06	18:00:00	1875.84939	1880.574	1870.00469	1870.35481	232	0	23
2024.01.06	18:30:00	1879.72941	1880.7495	1859.14305	1865.24217	457	0	23
2024.01.06	19:00:00	1867.28606	1870.72097	1858.99633	1860.65775	283	0	17
2024.01.06	19:30:00	1862.25473	1868.2945	1853.96778	1855.93105	224	0	18
2024.01.06	20:00:00	1865.577	1873.18321	1863.623	1872.74843	283	0	22
2024.01.06	20:30:00	1870.18585	1877.87434	1867.44199	1875.6562	191	0	23
2024.01.06	21:00:00	1868.04206	1872.73428	1862.89399	1871.68612	205	0	22
2024.01.06	21:30:00	1865.03527	1875.21418	1864.38923	1872.41703	229	0	19
2024.01.06	22:00:00	1869.27045	1869.28007	1859.18338	1861.64324	322	0	21
2024.01.06	22:30:00	1862.51737	1866.26066	1856.11768	1856.36719	263	0	23
2024.01.06	23:00:00	1867.66879	1873.83989	1867.05422	1873.30652	219	0	22
2024.01.06	23:30:00	1864.0164	1867.81376	1851.3707	1853.16202	358	0	22
2024.01.07	00:00:00	1855.35494	1856.24869	1843.24369	1848.66883	175	0	22
2024.01.07	00:30:00	1853.8757	1861.56036	1849.22994	1857.3426	202	0	24
2024.01.07	01:00:00	1856.34045	1866.01256	1852.31449	1864.14915	352	0	23
2024.01.07	01:30:00	1848.77087	1850.40744	1836.58409	1841.27628	316	0	19
2024.01.07	02:00:00	1856.01488	1869.50285	1851.84013	1865.78787	357	0	17
2024.01.07	02:30:00	1847.41737	1848.46557	1838.21725	1840.36592	254	0	18
2024.01.07	03:00:00	1852.4628	1859.81519	1851.04913	1858.8367	256	0	19
2024.01.07	03:30:00	1856.57995	1860.82967	1855.75188	1860.2855	206	0	20
2024.01.07	04:00:00	1858.89893	1863.28431	1852.69566	1854.43368	196	0	21
2024.01.07	04:30:00	1856.69205	1861.22138	1846.14001	1847.54398	315	0	16
2024.01.07	05:00:00	1849.51624	1852.0555	1844.22637	1845.14224	216	0	21
2024.01.07	05:30:00	1846.56756	1857.78494	1843.06057	1851.39825	221	0	24
2024.01.07	06:00:00	1849.46842	1856.31217	1849.00872	1854.42892	168	0	18
2024.01.07	06:30:00	1848.09772	1852.43391	1846.75324	1850.96157	197	0	22
2024.01.07	07:00:00	1850.39913	1857.1958	1849.22124	1856.69653	292	0	18
2024.01.07	07:30:00	1845.67658	1858.18814	1844.26228	1853.87529	169	0	21
2024.01.07	08:00:00	1843.48319	1857.29296	1839.33626	1851.70368	247	0	22
2024.01.07	08:30:00	1839.32044	1842.70725	1835.57872	1838.01627	167	0	25
2024.01.07	09:00:00	1838.73443	1851.19069	1837.02089	1850.46815	363	0	21
2024.01.07	09:30:00	1848.08934	1852.65713	1845.65419	1851.26813	212	0	23
2024.01.07	10:00:00	1845.27776	1847.20455	1833.09457	1835.07594	400	0	19
2024.01.07	10:30:00	1855.42575	1872.1841	1850.51351	1869.18766	528	0	26
2024.01.07	11:00:00	1842.81894	1846.81022	1831.90049	1832.00982	351	0	18
2024.01.07	11:30:00	1851.09569	1853.01589	1842.37156	1842.42077	382	0	26
2024.01.07	12:00:00	1842.85359	1852.54911	1841.83364	1848.1546	248	0	21
2024.01.07	12:30:00	1838.11755	1845.64239	1834.80993	1844.70079	146	0	24
2024.01.07	13:00:00	1837.69877	1845.11698	1836.40691	1843.00266	223	0	20
2024.01.07	13:30:00	1833.99792	1848.95583	1833.29589	1847.79354	391	0	22
2024.01.07	14:00:00	1843.28524	1847.45795	1841.5618	1845.23968	128	0	18
2024.01.07	14:30:00	1843.49218	1847.96518	1842.16847	1846.1563	197	0	20
2024.01.07	15:00:00	1846.05861	1854.45005	1845.88412	1853.74001	273	0	18
2024.01.07	15:30:00	1840.52163	1846.59998	1828.70153	1829.80173	320	0	16
2024.01.07	16:00:00	1848.029	1861.25112	1845.73005	1859.47986	369	0	21
2024.01.07	16:30:00	1856.83801	1861.93657	1854.6646	1859.24079	142	0	22
